               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 309,            0.041794,           0.0068371,           0.0014333,             0.93766,             0.98333,             0.97732,              0.5843,             0.03496,           0.0049515,           0.0011047,           0.0092377,           0.0092377,           0.0092377
                 310,            0.044156,           0.0069731,           0.0021649,             0.93028,             0.96667,              0.9633,             0.60111,            0.034929,           0.0049458,           0.0012138,           0.0092352,           0.0092352,           0.0092352
                 311,            0.038505,           0.0063949,           0.0014195,             0.88154,             0.92022,             0.93504,             0.57723,            0.035862,           0.0049944,           0.0012386,           0.0092327,           0.0092327,           0.0092327
                 312,            0.041379,           0.0065675,           0.0014812,             0.92933,             0.96667,             0.96748,             0.57022,            0.036452,           0.0049524,             0.00116,           0.0092303,           0.0092303,           0.0092303
                 313,            0.040621,           0.0068789,           0.0016236,             0.91247,             0.96667,             0.96689,             0.57481,            0.035495,           0.0048456,           0.0010798,           0.0092278,           0.0092278,           0.0092278
                 314,            0.039695,           0.0066224,           0.0013014,             0.92888,             0.96667,             0.95782,             0.55098,            0.036855,           0.0048714,           0.0010474,           0.0092253,           0.0092253,           0.0092253
                 315,            0.041996,           0.0067838,           0.0016045,             0.94036,             0.96667,             0.96152,             0.56052,            0.036455,           0.0049038,            0.001094,           0.0092229,           0.0092229,           0.0092229
                 316,            0.041047,           0.0068228,           0.0014215,             0.95154,             0.97649,             0.97957,             0.58222,            0.036261,           0.0048475,           0.0011374,           0.0092204,           0.0092204,           0.0092204
                 317,            0.042045,           0.0069482,           0.0016036,             0.96441,             0.93333,              0.9725,             0.55372,             0.03743,           0.0048332,           0.0011052,           0.0092179,           0.0092179,           0.0092179
                 318,            0.040553,           0.0068452,           0.0013155,              0.9438,             0.95827,             0.96726,             0.59412,            0.035628,           0.0048552,           0.0010531,           0.0092154,           0.0092154,           0.0092154
                 319,            0.042934,           0.0069418,           0.0013042,             0.94212,             0.95606,             0.95953,             0.59761,            0.035783,            0.004838,           0.0010353,           0.0092129,           0.0092129,           0.0092129
                 320,             0.04054,           0.0064709,           0.0014409,             0.93461,             0.95238,             0.95817,             0.56849,            0.035258,           0.0049295,           0.0011049,           0.0092105,           0.0092105,           0.0092105
                 321,            0.042519,           0.0068144,           0.0015919,             0.96079,             0.96667,              0.9776,             0.59039,            0.035981,           0.0049534,           0.0012154,            0.009208,            0.009208,            0.009208
                 322,            0.041713,           0.0072164,           0.0019914,             0.94782,             0.96667,              0.9773,             0.57057,            0.036364,           0.0049849,           0.0012098,           0.0092055,           0.0092055,           0.0092055
                 323,            0.041196,           0.0073806,           0.0014293,             0.94267,             0.96249,             0.95906,             0.56344,            0.035958,           0.0050144,           0.0011623,           0.0092031,           0.0092031,           0.0092031
                 324,            0.040222,           0.0071621,           0.0014348,             0.95488,             0.90511,              0.9413,              0.5756,            0.035436,           0.0048704,           0.0011706,           0.0092006,           0.0092006,           0.0092006
                 325,            0.043959,           0.0071399,           0.0011863,             0.94315,             0.94778,              0.9695,             0.57434,            0.035721,           0.0049353,           0.0011062,           0.0091981,           0.0091981,           0.0091981
                 326,            0.039471,              0.0068,           0.0015156,             0.95518,             0.96667,             0.97951,             0.57503,            0.035281,           0.0048866,           0.0010915,           0.0091956,           0.0091956,           0.0091956
                 327,            0.041118,           0.0073955,           0.0013278,             0.94743,                0.95,             0.95152,             0.57062,            0.035578,           0.0048618,           0.0010912,           0.0091932,           0.0091932,           0.0091932
                 328,            0.041953,            0.007507,           0.0014721,              0.9634,             0.98333,             0.97961,             0.55333,            0.035881,             0.00494,           0.0010111,           0.0091907,           0.0091907,           0.0091907
                 329,            0.041332,           0.0067394,           0.0013934,              0.9628,             0.98333,             0.97959,             0.58285,            0.035956,           0.0048561,          0.00097904,           0.0091882,           0.0091882,           0.0091882
                 330,            0.041013,           0.0072451,           0.0013744,             0.94512,             0.96667,             0.95968,             0.56132,            0.037464,           0.0048714,          0.00099125,           0.0091857,           0.0091857,           0.0091857
                 331,             0.04201,           0.0071652,           0.0013153,             0.92867,             0.96667,             0.95666,             0.58223,              0.0356,           0.0047216,          0.00096655,           0.0091833,           0.0091833,           0.0091833
                 332,            0.041675,           0.0079528,           0.0014173,             0.90944,                0.95,             0.94851,             0.59035,            0.035697,           0.0047646,          0.00096893,           0.0091808,           0.0091808,           0.0091808
                 333,            0.038663,           0.0069704,            0.001386,             0.90147,                0.95,             0.94489,             0.59551,            0.034421,           0.0048227,          0.00094299,           0.0091783,           0.0091783,           0.0091783
                 334,            0.041982,           0.0073167,           0.0012881,             0.91195,             0.96667,             0.96035,             0.58202,            0.035996,           0.0048676,          0.00094719,           0.0091758,           0.0091758,           0.0091758
                 335,            0.046846,           0.0068193,           0.0019413,             0.96087,             0.91667,             0.95135,             0.59419,            0.036558,            0.004878,           0.0010198,           0.0091734,           0.0091734,           0.0091734
                 336,            0.039705,            0.007245,           0.0020157,             0.92183,             0.96667,             0.95653,             0.57948,            0.036292,           0.0049553,           0.0010577,           0.0091709,           0.0091709,           0.0091709
                 337,             0.04212,           0.0073741,           0.0015111,             0.90778,                0.95,             0.93903,              0.5699,            0.036978,            0.005002,           0.0010413,           0.0091684,           0.0091684,           0.0091684
                 338,            0.041795,           0.0067778,           0.0015645,             0.91786,                0.95,             0.94989,             0.52356,            0.036923,           0.0049744,           0.0010559,           0.0091659,           0.0091659,           0.0091659
                 339,            0.041684,           0.0061113,           0.0012639,             0.89493,             0.93333,             0.93417,             0.57657,             0.03767,           0.0048676,           0.0010334,           0.0091635,           0.0091635,           0.0091635
                 340,            0.040447,           0.0079679,           0.0014937,             0.98063,             0.89965,             0.95236,             0.55269,            0.036882,           0.0048676,          0.00097141,            0.009161,            0.009161,            0.009161
                 341,            0.041413,           0.0069015,           0.0012658,             0.91552,             0.94765,             0.94683,             0.57155,            0.035322,           0.0048208,          0.00092297,           0.0091585,           0.0091585,           0.0091585
                 342,            0.039869,           0.0069012,           0.0011434,             0.93537,              0.9544,             0.96886,             0.57822,            0.035334,           0.0048418,          0.00091848,            0.009156,            0.009156,            0.009156
                 343,            0.041301,           0.0078389,           0.0011626,              0.9573,             0.96722,             0.97965,             0.58233,            0.035043,           0.0048847,          0.00091562,           0.0091535,           0.0091535,           0.0091535
                 344,            0.040809,           0.0079388,           0.0012495,             0.95391,             0.96667,             0.97851,             0.60445,            0.035687,           0.0048542,          0.00091219,           0.0091511,           0.0091511,           0.0091511
                 345,            0.041999,           0.0063542,           0.0014129,             0.97276,             0.96667,             0.97687,             0.57858,            0.034785,           0.0048189,           0.0009593,           0.0091486,           0.0091486,           0.0091486
                 346,            0.043464,           0.0071428,           0.0013291,             0.94093,             0.98333,             0.97154,             0.56944,            0.035172,           0.0048571,          0.00093193,           0.0091461,           0.0091461,           0.0091461
                 347,            0.040389,            0.007827,           0.0010976,             0.91758,             0.96667,             0.95778,             0.57671,            0.035938,           0.0049305,          0.00095768,           0.0091436,           0.0091436,           0.0091436
                 348,            0.040521,           0.0069948,            0.001208,             0.93253,             0.96667,             0.95641,             0.57161,            0.036225,            0.004941,           0.0010108,           0.0091412,           0.0091412,           0.0091412
                 349,            0.040398,           0.0070705,           0.0012527,             0.93433,             0.95554,             0.95735,             0.57076,            0.035644,            0.005003,          0.00099583,           0.0091387,           0.0091387,           0.0091387
                 350,            0.041352,           0.0071813,           0.0014322,              0.9422,             0.96084,             0.95605,             0.56447,            0.037211,           0.0049725,          0.00099545,           0.0091362,           0.0091362,           0.0091362
                 351,            0.041146,           0.0075115,           0.0013433,             0.93595,             0.96667,             0.95864,             0.58281,            0.034273,           0.0049105,          0.00097618,           0.0091337,           0.0091337,           0.0091337
                 352,            0.040993,           0.0076252,           0.0012053,             0.93603,             0.96286,             0.95751,             0.59347,            0.035341,            0.004818,          0.00099907,           0.0091313,           0.0091313,           0.0091313
                 353,             0.04005,           0.0069934,           0.0015109,              0.9351,             0.95336,             0.95779,             0.58943,             0.03469,           0.0048075,           0.0010427,           0.0091288,           0.0091288,           0.0091288
                 354,            0.044701,           0.0069774,           0.0016576,             0.93437,              0.9551,             0.96784,             0.58141,             0.03512,           0.0048656,           0.0010651,           0.0091263,           0.0091263,           0.0091263
                 355,            0.039716,           0.0072991,           0.0017008,             0.91938,             0.96667,             0.96825,             0.57235,            0.035331,           0.0049686,           0.0010396,           0.0091239,           0.0091239,           0.0091239
                 356,            0.041708,           0.0072816,           0.0013147,             0.93531,             0.96667,             0.95737,             0.55965,            0.035274,           0.0049257,          0.00096464,           0.0091214,           0.0091214,           0.0091214
                 357,            0.038385,           0.0071709,           0.0012037,             0.93375,             0.96667,             0.95727,             0.59816,            0.034988,           0.0049372,          0.00090876,           0.0091189,           0.0091189,           0.0091189
                 358,            0.041037,           0.0073093,           0.0013033,             0.93906,             0.92142,             0.94971,             0.58096,            0.034527,            0.004982,          0.00092268,           0.0091164,           0.0091164,           0.0091164
                 359,            0.039833,           0.0068738,           0.0012245,             0.93506,             0.96187,             0.95883,             0.60604,            0.033995,           0.0049047,          0.00096273,           0.0091139,           0.0091139,           0.0091139
                 360,              0.0399,           0.0072663,              0.0012,             0.92915,             0.96307,             0.95715,             0.58988,             0.03331,           0.0048819,          0.00099554,           0.0091115,           0.0091115,           0.0091115
                 361,            0.039527,            0.006713,           0.0011651,             0.91498,             0.96667,             0.95449,             0.60734,            0.033159,           0.0048513,           0.0010308,            0.009109,            0.009109,            0.009109
                 362,            0.040528,           0.0062935,           0.0015135,             0.91697,             0.96504,             0.95801,             0.59747,            0.034777,           0.0048256,          0.00097122,           0.0091065,           0.0091065,           0.0091065
                 363,            0.040474,           0.0072331,           0.0015652,             0.93547,             0.96407,             0.95941,              0.5865,            0.034683,           0.0048141,          0.00095158,           0.0091041,           0.0091041,           0.0091041
                 364,            0.040582,           0.0072529,           0.0013533,             0.95628,             0.97956,             0.97612,             0.59865,            0.034798,           0.0048103,           0.0010183,           0.0091016,           0.0091016,           0.0091016
                 365,            0.040882,           0.0070614,           0.0014099,             0.94089,             0.96398,             0.95717,             0.58747,            0.033858,            0.004777,           0.0010236,           0.0090991,           0.0090991,           0.0090991
                 366,            0.040246,           0.0064178,           0.0014405,             0.93983,             0.95883,             0.95912,             0.60288,            0.034323,           0.0047731,           0.0010431,           0.0090966,           0.0090966,           0.0090966
                 367,             0.03992,           0.0075753,           0.0014188,             0.95305,             0.98333,             0.97501,             0.55947,            0.035073,           0.0047951,           0.0010363,           0.0090942,           0.0090942,           0.0090942
                 368,             0.04016,           0.0074758,           0.0012742,             0.96163,             0.98333,              0.9751,              0.5812,            0.034799,           0.0048714,          0.00097303,           0.0090917,           0.0090917,           0.0090917
                 369,             0.04012,           0.0068826,           0.0012182,             0.96111,             0.98333,             0.97514,             0.58265,            0.034918,           0.0049248,          0.00094528,           0.0090892,           0.0090892,           0.0090892
                 370,            0.038625,           0.0066448,           0.0012723,              0.9545,             0.98333,             0.97628,             0.57756,             0.03392,           0.0048361,          0.00091715,           0.0090867,           0.0090867,           0.0090867
                 371,            0.039293,           0.0061009,           0.0013156,             0.93163,             0.96667,             0.96585,             0.56501,            0.036298,            0.004858,          0.00090132,           0.0090843,           0.0090843,           0.0090843
                 372,             0.03856,             0.00754,           0.0012488,             0.92012,             0.96667,             0.96772,             0.58148,             0.03574,           0.0048199,          0.00097008,           0.0090818,           0.0090818,           0.0090818
                 373,            0.039706,           0.0063586,           0.0015635,             0.90695,             0.96667,             0.95068,             0.57783,            0.036157,           0.0048456,           0.0010528,           0.0090793,           0.0090793,           0.0090793
                 374,            0.042005,           0.0067654,           0.0013442,             0.93598,             0.96667,             0.95484,             0.56291,            0.035554,           0.0048122,           0.0010056,           0.0090768,           0.0090768,           0.0090768
                 375,            0.037746,           0.0067251,           0.0012797,             0.94145,             0.98333,             0.97155,             0.57863,            0.034238,           0.0047846,          0.00095577,           0.0090744,           0.0090744,           0.0090744
                 376,            0.035768,           0.0056205,           0.0013996,             0.94237,             0.96667,             0.95566,             0.56537,            0.034137,           0.0047665,          0.00095835,           0.0090719,           0.0090719,           0.0090719
                 377,             0.03963,           0.0068992,           0.0013263,              0.9289,             0.96667,             0.95665,             0.55796,             0.03486,           0.0048342,           0.0010183,           0.0090694,           0.0090694,           0.0090694
                 378,            0.041263,           0.0069827,           0.0016007,             0.92836,             0.96667,             0.95674,             0.56068,            0.035972,           0.0048857,           0.0009923,           0.0090669,           0.0090669,           0.0090669
                 379,            0.044734,           0.0076482,             0.00162,             0.93261,             0.96667,             0.96665,             0.55697,            0.035518,           0.0049229,          0.00094423,           0.0090644,           0.0090644,           0.0090644
                 380,            0.040323,           0.0066085,           0.0013367,             0.92936,             0.96667,             0.96866,             0.57346,            0.034154,           0.0049219,          0.00093641,            0.009062,            0.009062,            0.009062
                 381,            0.037754,           0.0071585,           0.0012612,             0.91509,                0.95,             0.93701,             0.56326,            0.036099,           0.0049582,          0.00095015,           0.0090595,           0.0090595,           0.0090595
                 382,            0.040862,           0.0067602,           0.0012018,             0.95158,             0.98275,             0.97716,             0.55935,            0.033873,           0.0049753,           0.0010237,            0.009057,            0.009057,            0.009057
                 383,            0.037545,           0.0061427,           0.0015249,             0.91713,                0.95,             0.94519,             0.55454,            0.034429,           0.0049496,           0.0010604,           0.0090545,           0.0090545,           0.0090545
                 384,            0.039922,            0.007772,           0.0012816,             0.93825,             0.96667,             0.95791,             0.57871,            0.034705,           0.0049925,           0.0010553,           0.0090521,           0.0090521,           0.0090521
                 385,            0.040626,           0.0073031,            0.001301,             0.95601,             0.98333,              0.9783,             0.57779,            0.034638,           0.0049753,           0.0010408,           0.0090496,           0.0090496,           0.0090496
                 386,            0.039534,            0.006328,           0.0011401,             0.93524,             0.98333,             0.97826,             0.58161,            0.034544,           0.0049648,           0.0010617,           0.0090471,           0.0090471,           0.0090471
                 387,            0.037417,           0.0071239,           0.0012653,             0.93273,             0.94385,             0.96436,             0.59446,            0.035315,           0.0050526,           0.0010242,           0.0090446,           0.0090446,           0.0090446
                 388,             0.03991,           0.0071549,            0.001215,             0.92789,             0.96064,             0.96709,             0.57885,            0.034388,           0.0049095,          0.00098906,           0.0090422,           0.0090422,           0.0090422
                 389,             0.03881,           0.0077742,           0.0011543,              0.9514,             0.97853,             0.97626,             0.59322,            0.033886,           0.0047169,           0.0009491,           0.0090397,           0.0090397,           0.0090397
                 390,            0.040885,            0.006868,           0.0011069,             0.92007,             0.93333,              0.9373,             0.58011,            0.034384,           0.0047331,          0.00097837,           0.0090372,           0.0090372,           0.0090372
                 391,            0.037178,           0.0063466,           0.0012676,             0.92348,              0.9391,             0.93888,             0.56742,            0.035314,           0.0048962,           0.0010046,           0.0090347,           0.0090347,           0.0090347
                 392,            0.041326,           0.0076771,           0.0012217,             0.94997,             0.97806,              0.9784,             0.58683,            0.036783,           0.0049829,           0.0010429,           0.0090323,           0.0090323,           0.0090323
                 393,            0.041581,           0.0067738,           0.0011971,             0.89272,             0.91871,             0.91602,             0.55876,            0.037538,           0.0050812,          0.00099916,           0.0090298,           0.0090298,           0.0090298
                 394,            0.041338,           0.0072052,           0.0014165,             0.92215,             0.95104,             0.94202,             0.56554,            0.036476,            0.004961,          0.00094967,           0.0090273,           0.0090273,           0.0090273
                 395,            0.037181,           0.0067238,           0.0010771,             0.93171,                0.95,             0.95938,             0.55286,            0.034343,           0.0048132,          0.00092411,           0.0090248,           0.0090248,           0.0090248
                 396,            0.039744,           0.0069675,           0.0012713,             0.94219,             0.94961,             0.96765,             0.54584,            0.034925,            0.004858,          0.00097818,           0.0090224,           0.0090224,           0.0090224
                 397,            0.039381,           0.0061676,           0.0012519,             0.94021,             0.93679,             0.96713,              0.5822,            0.034625,           0.0047855,           0.0010524,           0.0090199,           0.0090199,           0.0090199
                 398,            0.037612,           0.0060806,           0.0012505,             0.94333,             0.93333,             0.95559,             0.59714,            0.034805,           0.0047092,            0.001007,           0.0090174,           0.0090174,           0.0090174
