               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.048107,           0.0071666,            0.002101,             0.95981,             0.91664,             0.93936,             0.52834,            0.043643,           0.0053291,           0.0014107,           0.0096263,           0.0096263,           0.0096263
                 153,            0.049857,           0.0074163,           0.0018574,             0.90842,             0.89766,             0.91337,             0.50965,            0.043559,           0.0053463,           0.0013483,           0.0096238,           0.0096238,           0.0096238
                 154,            0.050532,           0.0076524,           0.0019582,             0.95887,             0.98333,             0.97804,             0.51247,            0.044394,           0.0053062,           0.0014322,           0.0096213,           0.0096213,           0.0096213
                 155,             0.04834,           0.0068608,           0.0019937,             0.90517,             0.85417,             0.94697,             0.50594,            0.044131,           0.0053387,           0.0015638,           0.0096188,           0.0096188,           0.0096188
                 156,            0.048999,           0.0077178,           0.0020254,             0.90548,             0.88214,              0.9618,             0.53389,            0.043349,            0.005312,           0.0014486,           0.0096164,           0.0096164,           0.0096164
                 157,            0.047028,           0.0084255,           0.0017578,             0.77021,             0.93437,             0.90539,             0.48104,            0.043378,           0.0055485,           0.0013744,           0.0096139,           0.0096139,           0.0096139
                 158,            0.050032,           0.0071125,           0.0018486,             0.88878,             0.91286,             0.93423,             0.51201,            0.042359,           0.0054026,           0.0013012,           0.0096114,           0.0096114,           0.0096114
                 159,            0.052633,           0.0078308,           0.0017226,             0.86966,             0.91771,             0.92417,             0.50322,            0.044948,           0.0053797,           0.0012947,            0.009609,            0.009609,            0.009609
                 160,            0.051059,           0.0071617,           0.0021031,             0.87919,             0.91979,             0.90647,             0.48292,            0.045464,           0.0054722,           0.0012468,           0.0096065,           0.0096065,           0.0096065
                 161,            0.048095,           0.0073608,           0.0015894,              0.8714,             0.93542,             0.91389,             0.51338,            0.043366,           0.0054178,           0.0011932,            0.009604,            0.009604,            0.009604
                 162,            0.051409,           0.0076219,           0.0017006,             0.84319,             0.95104,             0.93659,             0.51397,            0.044424,           0.0053072,           0.0012318,           0.0096015,           0.0096015,           0.0096015
                 163,            0.049384,            0.007012,           0.0016564,             0.88512,             0.96771,             0.95735,             0.53194,            0.040292,           0.0053158,           0.0013206,            0.009599,            0.009599,            0.009599
                 164,            0.048921,            0.008112,           0.0017546,             0.82825,             0.96122,             0.95646,             0.54286,            0.043014,           0.0052204,            0.001368,           0.0095966,           0.0095966,           0.0095966
                 165,            0.050484,           0.0077105,           0.0019543,             0.83336,             0.91667,             0.93423,              0.5353,            0.041997,           0.0052795,           0.0013334,           0.0095941,           0.0095941,           0.0095941
                 166,            0.048821,           0.0073212,           0.0016968,             0.91981,                0.95,             0.97429,             0.50602,            0.041598,           0.0052929,           0.0014246,           0.0095916,           0.0095916,           0.0095916
                 167,            0.048134,           0.0087423,           0.0021557,             0.88591,             0.94634,             0.95914,             0.53199,            0.040741,           0.0053473,           0.0015215,           0.0095892,           0.0095892,           0.0095892
                 168,            0.052179,            0.007864,           0.0018035,             0.97326,             0.91256,               0.952,             0.50478,            0.042232,           0.0053129,           0.0014235,           0.0095867,           0.0095867,           0.0095867
                 169,            0.047788,           0.0065327,           0.0019137,             0.94839,             0.91667,             0.95418,             0.54168,            0.041387,           0.0052624,            0.001511,           0.0095842,           0.0095842,           0.0095842
                 170,            0.047957,           0.0072827,           0.0018815,             0.92928,             0.91667,             0.95004,             0.51155,            0.041979,           0.0053015,           0.0014753,           0.0095817,           0.0095817,           0.0095817
                 171,            0.049096,           0.0077008,           0.0018598,             0.89941,             0.96647,             0.95474,             0.49384,            0.043675,           0.0053778,           0.0013863,           0.0095793,           0.0095793,           0.0095793
                 172,            0.047944,           0.0078688,            0.001731,             0.90323,             0.91133,             0.93108,             0.50787,            0.040596,           0.0053377,           0.0012987,           0.0095768,           0.0095768,           0.0095768
                 173,            0.047967,           0.0076357,           0.0016815,             0.89119,             0.90649,             0.91657,              0.5233,            0.040466,           0.0053778,           0.0013407,           0.0095743,           0.0095743,           0.0095743
                 174,            0.049659,           0.0081407,           0.0017525,             0.89383,             0.91218,             0.93275,             0.49566,            0.041984,           0.0054083,           0.0013601,           0.0095718,           0.0095718,           0.0095718
                 175,             0.05043,           0.0073479,           0.0019088,             0.89926,             0.91343,             0.93084,             0.47742,            0.042737,           0.0054874,           0.0014534,           0.0095694,           0.0095694,           0.0095694
                 176,            0.046697,           0.0077811,           0.0020741,             0.92443,             0.91667,             0.92964,             0.52656,            0.041013,           0.0053844,           0.0016499,           0.0095669,           0.0095669,           0.0095669
                 177,            0.045896,           0.0065405,           0.0021947,             0.94399,             0.91099,             0.92977,               0.498,            0.043169,           0.0054111,           0.0014925,           0.0095644,           0.0095644,           0.0095644
                 178,            0.046253,           0.0081985,           0.0017561,             0.92236,             0.86875,             0.92061,             0.51419,            0.043571,           0.0053577,           0.0013303,           0.0095619,           0.0095619,           0.0095619
                 179,            0.051577,           0.0075876,           0.0017828,             0.89751,             0.95971,             0.96133,             0.52257,            0.040386,           0.0053244,           0.0012647,           0.0095595,           0.0095595,           0.0095595
                 180,            0.047609,           0.0077072,           0.0015474,             0.85535,             0.94949,             0.94667,             0.53213,            0.041244,           0.0053635,           0.0012867,            0.009557,            0.009557,            0.009557
                 181,            0.048356,           0.0077636,           0.0015957,             0.84063,             0.92095,             0.94376,             0.52735,            0.039592,             0.00529,           0.0013317,           0.0095545,           0.0095545,           0.0095545
                 182,             0.04696,           0.0078934,           0.0018702,             0.85234,             0.95536,              0.9382,             0.56197,            0.040353,           0.0052729,           0.0013838,            0.009552,            0.009552,            0.009552
                 183,            0.047018,           0.0077384,           0.0017374,             0.95527,             0.91667,             0.95999,             0.56236,            0.038614,           0.0052185,           0.0014423,           0.0095496,           0.0095496,           0.0095496
                 184,            0.045736,           0.0071893,           0.0018648,             0.94905,             0.92508,             0.97043,             0.52537,            0.038613,           0.0051804,           0.0014153,           0.0095471,           0.0095471,           0.0095471
                 185,            0.048295,           0.0079977,            0.001957,             0.88376,             0.91098,               0.963,             0.56316,             0.04104,           0.0052376,            0.001367,           0.0095446,           0.0095446,           0.0095446
                 186,            0.046749,           0.0071994,           0.0019774,             0.92349,             0.91667,             0.96664,             0.52307,             0.04026,           0.0052738,           0.0015947,           0.0095421,           0.0095421,           0.0095421
                 187,            0.046047,           0.0074364,           0.0021517,             0.90156,                 0.9,             0.92563,             0.50172,            0.041477,           0.0052919,           0.0015474,           0.0095397,           0.0095397,           0.0095397
                 188,            0.047225,            0.007845,           0.0017009,             0.87528,                0.95,             0.92615,              0.4777,            0.043302,           0.0053883,           0.0014025,           0.0095372,           0.0095372,           0.0095372
                 189,            0.049384,           0.0066188,           0.0024219,             0.86086,             0.93524,             0.93756,             0.50355,            0.042732,           0.0053377,           0.0014032,           0.0095347,           0.0095347,           0.0095347
                 190,            0.048989,           0.0076696,           0.0017535,             0.91211,                0.95,              0.9706,             0.56948,            0.038159,           0.0052814,           0.0014551,           0.0095322,           0.0095322,           0.0095322
                 191,            0.045191,           0.0068842,           0.0017245,             0.91047,             0.93772,              0.9654,              0.5809,             0.03919,           0.0050974,           0.0013273,           0.0095298,           0.0095298,           0.0095298
                 192,            0.047225,            0.007163,           0.0024137,             0.91612,             0.90722,             0.93642,             0.55488,            0.039573,           0.0050688,           0.0013351,           0.0095273,           0.0095273,           0.0095273
                 193,            0.047436,           0.0073688,           0.0018461,             0.94221,             0.96253,             0.97817,              0.5488,            0.039336,           0.0051699,           0.0014809,           0.0095248,           0.0095248,           0.0095248
                 194,            0.044999,           0.0067776,           0.0021337,             0.95117,             0.93333,               0.953,              0.5661,            0.039138,           0.0050945,           0.0015219,           0.0095223,           0.0095223,           0.0095223
                 195,            0.045267,           0.0075523,            0.007961,             0.88221,             0.93793,             0.94744,             0.55704,            0.039628,           0.0050697,           0.0013031,           0.0095198,           0.0095198,           0.0095198
                 196,             0.04936,           0.0077076,           0.0020079,             0.90617,             0.94335,             0.93937,             0.54016,            0.039901,           0.0051603,           0.0013035,           0.0095174,           0.0095174,           0.0095174
                 197,            0.045905,           0.0076289,           0.0016572,             0.88453,             0.91918,              0.9353,             0.53768,            0.040997,           0.0052662,           0.0013456,           0.0095149,           0.0095149,           0.0095149
                 198,            0.046971,           0.0076042,            0.001683,             0.82513,             0.86875,             0.89504,             0.52602,             0.04156,           0.0052366,           0.0013706,           0.0095124,           0.0095124,           0.0095124
                 199,            0.046269,            0.007793,           0.0015519,             0.88051,             0.89736,             0.92021,             0.52214,            0.042459,           0.0051985,           0.0013538,             0.00951,             0.00951,             0.00951
                 200,            0.051151,           0.0078202,           0.0017111,             0.86303,             0.86875,             0.91447,             0.53959,            0.042958,            0.005209,             0.00131,           0.0095075,           0.0095075,           0.0095075
                 201,            0.046681,           0.0078029,           0.0016279,             0.85973,             0.91875,             0.91816,             0.49336,            0.040418,           0.0051708,           0.0012491,            0.009505,            0.009505,            0.009505
                 202,            0.046725,           0.0076325,           0.0016527,             0.94664,             0.90104,             0.95216,             0.51694,            0.041566,           0.0052509,           0.0012411,           0.0095025,           0.0095025,           0.0095025
                 203,            0.046779,           0.0075569,            0.001566,             0.87449,             0.93333,             0.96397,             0.52945,            0.043226,           0.0052767,           0.0012485,              0.0095,              0.0095,              0.0095
                 204,             0.04717,           0.0078089,           0.0017355,             0.97328,             0.91501,             0.96623,             0.55042,            0.040605,            0.005187,           0.0012325,           0.0094976,           0.0094976,           0.0094976
                 205,            0.046215,           0.0078797,           0.0016223,             0.95488,             0.91428,             0.94814,             0.58405,            0.039336,           0.0051441,           0.0011884,           0.0094951,           0.0094951,           0.0094951
                 206,            0.046247,           0.0072218,           0.0015367,             0.95905,             0.91771,              0.9465,             0.53065,            0.040365,           0.0052385,           0.0011306,           0.0094926,           0.0094926,           0.0094926
                 207,            0.045036,           0.0073827,           0.0015533,              0.9251,              0.9242,             0.94492,             0.54379,            0.041508,           0.0052118,           0.0011544,           0.0094902,           0.0094902,           0.0094902
                 208,            0.049661,           0.0084581,           0.0015929,             0.92804,                0.95,             0.96754,             0.54876,            0.039627,           0.0052691,           0.0011464,           0.0094877,           0.0094877,           0.0094877
                 209,               0.047,           0.0069011,           0.0015053,             0.92707,             0.91851,             0.94063,             0.54039,            0.040884,            0.005291,           0.0011734,           0.0094852,           0.0094852,           0.0094852
                 210,             0.04857,           0.0069048,           0.0016541,             0.96651,              0.9365,             0.97393,             0.56053,            0.039115,           0.0053091,           0.0012154,           0.0094827,           0.0094827,           0.0094827
                 211,            0.047402,           0.0074898,           0.0020774,             0.91333,             0.93924,              0.9641,             0.52975,            0.039636,           0.0052938,             0.00127,           0.0094803,           0.0094803,           0.0094803
                 212,             0.04587,           0.0076704,           0.0018416,             0.88026,             0.93333,             0.96166,              0.5541,            0.038934,           0.0052376,           0.0013869,           0.0094778,           0.0094778,           0.0094778
                 213,            0.047309,           0.0076568,           0.0020142,              0.9824,             0.91995,             0.95739,              0.5618,            0.039414,           0.0050869,           0.0014206,           0.0094753,           0.0094753,           0.0094753
                 214,            0.047128,           0.0069923,            0.001789,              0.9281,             0.97835,             0.97814,             0.55676,             0.03968,           0.0052795,           0.0014231,           0.0094728,           0.0094728,           0.0094728
                 215,            0.044649,            0.007692,           0.0015565,             0.97771,             0.91519,             0.95398,             0.54191,            0.040082,           0.0051756,           0.0013049,           0.0094704,           0.0094704,           0.0094704
                 216,            0.046698,           0.0070575,           0.0017317,             0.98136,             0.94677,              0.9742,             0.52686,            0.038739,           0.0052261,           0.0012572,           0.0094679,           0.0094679,           0.0094679
                 217,            0.046994,           0.0079689,           0.0020376,             0.96525,             0.93222,             0.96283,             0.52226,            0.042244,           0.0052042,           0.0013266,           0.0094654,           0.0094654,           0.0094654
                 218,            0.046073,           0.0084539,           0.0015096,             0.91166,             0.96771,             0.97229,              0.5523,            0.040988,           0.0052166,           0.0014243,           0.0094629,           0.0094629,           0.0094629
                 219,               0.046,           0.0073194,           0.0019558,             0.96795,             0.93333,             0.96982,             0.53432,            0.040402,           0.0052156,           0.0013682,           0.0094605,           0.0094605,           0.0094605
                 220,            0.044013,           0.0070618,           0.0015461,             0.94443,             0.93333,             0.95928,             0.51905,            0.041439,           0.0052137,           0.0012776,            0.009458,            0.009458,            0.009458
                 221,            0.043918,           0.0063584,           0.0014436,             0.90154,             0.93333,             0.95286,             0.48462,            0.043632,           0.0053339,           0.0013597,           0.0094555,           0.0094555,           0.0094555
                 222,            0.046667,            0.007104,           0.0017294,             0.92157,                0.95,             0.96726,             0.52987,            0.039687,            0.005372,           0.0015209,            0.009453,            0.009453,            0.009453
                 223,             0.04713,           0.0074203,           0.0020957,             0.89781,             0.93244,             0.94261,             0.57093,             0.03965,           0.0052357,           0.0016367,           0.0094506,           0.0094506,           0.0094506
                 224,            0.044391,           0.0071343,           0.0019028,             0.95435,             0.96667,               0.977,              0.5508,            0.038175,           0.0052462,           0.0016113,           0.0094481,           0.0094481,           0.0094481
                 225,             0.04748,           0.0085881,           0.0017317,             0.90956,             0.93333,             0.95939,             0.56367,            0.039977,           0.0051498,           0.0013235,           0.0094456,           0.0094456,           0.0094456
                 226,            0.044278,           0.0073415,           0.0016451,             0.97119,             0.91667,             0.93955,             0.56776,            0.036453,           0.0050411,           0.0012535,           0.0094431,           0.0094431,           0.0094431
                 227,             0.04407,           0.0069635,           0.0016911,             0.98352,             0.92857,             0.96783,             0.55053,            0.040482,           0.0050583,           0.0012666,           0.0094407,           0.0094407,           0.0094407
                 228,             0.04345,           0.0071687,           0.0016121,             0.98121,              0.9278,             0.96571,             0.56952,            0.038344,           0.0050058,           0.0011627,           0.0094382,           0.0094382,           0.0094382
                 229,            0.042998,            0.007032,           0.0015493,             0.91733,                0.95,              0.9719,             0.58561,            0.038396,           0.0051317,           0.0011788,           0.0094357,           0.0094357,           0.0094357
                 230,            0.042606,           0.0070884,           0.0016801,             0.94057,             0.98333,             0.97506,             0.58125,            0.037872,           0.0050812,           0.0012031,           0.0094332,           0.0094332,           0.0094332
                 231,            0.047333,           0.0065309,           0.0016109,             0.93959,             0.94942,             0.95428,             0.56043,            0.038949,           0.0050516,           0.0011765,           0.0094307,           0.0094307,           0.0094307
                 232,            0.045086,            0.006725,           0.0015854,             0.93441,             0.98001,             0.97368,             0.57028,              0.0379,           0.0050287,           0.0012383,           0.0094283,           0.0094283,           0.0094283
                 233,            0.046267,            0.006642,           0.0016808,             0.94023,             0.95665,             0.97504,             0.56854,            0.037446,           0.0051355,           0.0011604,           0.0094258,           0.0094258,           0.0094258
                 234,             0.04448,           0.0069006,           0.0014254,             0.89102,             0.92749,             0.95578,             0.56324,            0.039552,           0.0050774,           0.0010812,           0.0094233,           0.0094233,           0.0094233
                 235,            0.044577,            0.007254,            0.001452,             0.97206,             0.91392,             0.96348,             0.57418,            0.037205,           0.0051584,           0.0010815,           0.0094208,           0.0094208,           0.0094208
                 236,            0.043324,           0.0068476,           0.0017464,             0.96984,             0.91516,             0.95122,             0.55617,            0.037711,           0.0052671,           0.0011259,           0.0094184,           0.0094184,           0.0094184
                 237,            0.046027,           0.0074026,           0.0014446,             0.94077,             0.90104,             0.94045,             0.54902,            0.038865,           0.0051308,           0.0012271,           0.0094159,           0.0094159,           0.0094159
                 238,            0.047617,            0.007552,           0.0019656,             0.88581,             0.93474,             0.95902,             0.55393,            0.039054,           0.0051117,           0.0013274,           0.0094134,           0.0094134,           0.0094134
                 239,            0.046547,           0.0080321,           0.0016578,             0.92437,             0.96012,             0.95261,              0.5533,             0.03905,           0.0051155,           0.0012432,           0.0094109,           0.0094109,           0.0094109
                 240,            0.044697,           0.0075681,           0.0015172,             0.88317,                0.95,             0.93733,             0.55138,            0.037619,           0.0050545,           0.0011799,           0.0094085,           0.0094085,           0.0094085
                 241,            0.043864,           0.0079686,           0.0015546,             0.90817,             0.95989,             0.94465,             0.57383,             0.03645,           0.0049973,           0.0010849,            0.009406,            0.009406,            0.009406
                 242,            0.045761,           0.0075125,           0.0012943,             0.95978,             0.91667,             0.95766,             0.54899,            0.039499,           0.0050421,           0.0010117,           0.0094035,           0.0094035,           0.0094035
                 243,            0.044856,           0.0072383,           0.0013202,             0.86888,              0.9471,             0.94899,              0.5563,            0.039024,           0.0050058,           0.0011106,            0.009401,            0.009401,            0.009401
                 244,            0.043418,           0.0078081,           0.0016122,              0.9599,             0.93333,             0.97421,             0.56646,            0.038545,           0.0050287,           0.0012337,           0.0093986,           0.0093986,           0.0093986
                 245,            0.045684,           0.0082792,           0.0019583,             0.92561,             0.97919,              0.9771,             0.55016,            0.037939,           0.0050688,           0.0013092,           0.0093961,           0.0093961,           0.0093961
                 246,             0.04318,           0.0071555,           0.0016302,             0.94993,             0.91667,             0.94319,             0.54393,            0.039472,           0.0050201,           0.0012856,           0.0093936,           0.0093936,           0.0093936
                 247,            0.042862,           0.0068343,           0.0016347,             0.91646,             0.94121,             0.92693,             0.55035,            0.037101,           0.0049553,           0.0013414,           0.0093912,           0.0093912,           0.0093912
                 248,            0.043274,           0.0070048,           0.0016115,               0.911,             0.88333,             0.92484,              0.5566,            0.039335,            0.005003,           0.0013214,           0.0093887,           0.0093887,           0.0093887
                 249,            0.044944,           0.0069483,           0.0013536,             0.94169,             0.93333,             0.95932,              0.5645,             0.03523,           0.0049715,           0.0011978,           0.0093862,           0.0093862,           0.0093862
                 250,             0.04274,            0.006141,           0.0013105,             0.93358,              0.9806,             0.96805,             0.57135,            0.036507,           0.0050249,           0.0011065,           0.0093837,           0.0093837,           0.0093837
                 251,            0.044141,           0.0075891,           0.0016926,             0.89569,             0.91667,             0.92205,             0.54756,            0.037387,           0.0050097,           0.0012091,           0.0093813,           0.0093813,           0.0093813
                 252,            0.043793,            0.007172,           0.0016311,             0.88752,             0.95806,             0.95172,             0.56787,             0.03907,           0.0050001,            0.001362,           0.0093788,           0.0093788,           0.0093788
                 253,            0.042937,           0.0073361,           0.0017183,             0.92092,             0.91667,             0.93529,             0.56447,            0.038134,           0.0050201,           0.0013356,           0.0093763,           0.0093763,           0.0093763
                 254,            0.044683,           0.0077798,           0.0014685,             0.95348,             0.93333,              0.9667,             0.57177,            0.036886,            0.005044,           0.0013306,           0.0093738,           0.0093738,           0.0093738
                 255,            0.042631,           0.0078658,           0.0015353,             0.97814,             0.93333,             0.96852,             0.56585,            0.037067,           0.0050535,           0.0012643,           0.0093714,           0.0093714,           0.0093714
                 256,            0.044506,           0.0075205,           0.0015783,             0.93909,             0.93971,             0.95816,             0.54645,            0.036969,            0.005043,           0.0011094,           0.0093689,           0.0093689,           0.0093689
                 257,            0.045553,           0.0062905,           0.0013611,             0.90502,             0.96667,             0.96944,             0.56748,            0.037095,           0.0050669,           0.0010624,           0.0093664,           0.0093664,           0.0093664
                 258,            0.041492,           0.0072357,           0.0013765,             0.91949,             0.96327,             0.95489,             0.57271,            0.037261,           0.0050688,           0.0010705,           0.0093639,           0.0093639,           0.0093639
                 259,            0.044472,           0.0077492,           0.0015676,             0.90704,             0.92139,             0.94171,             0.56507,            0.037657,           0.0050316,           0.0011067,           0.0093615,           0.0093615,           0.0093615
                 260,            0.039936,           0.0065749,           0.0015635,              0.9304,             0.96667,              0.9641,               0.534,             0.03863,           0.0051117,           0.0011575,            0.009359,            0.009359,            0.009359
                 261,            0.042991,           0.0069218,           0.0015315,             0.90908,                0.95,              0.9372,             0.51332,            0.040707,           0.0051136,           0.0012961,           0.0093565,           0.0093565,           0.0093565
                 262,            0.041647,           0.0078179,           0.0021416,             0.88542,                 0.9,             0.90419,             0.53186,            0.037572,           0.0050125,           0.0013519,            0.009354,            0.009354,            0.009354
                 263,            0.042755,           0.0078619,           0.0017339,             0.95797,                0.95,             0.97708,             0.56708,            0.035055,           0.0049467,           0.0011695,           0.0093516,           0.0093516,           0.0093516
                 264,            0.043165,           0.0069067,           0.0013625,             0.96965,             0.93986,             0.97237,             0.58432,            0.035602,           0.0048876,          0.00093975,           0.0093491,           0.0093491,           0.0093491
                 265,            0.045767,           0.0085749,           0.0019011,             0.98097,             0.93231,             0.96264,             0.56031,            0.036893,            0.004941,           0.0009201,           0.0093466,           0.0093466,           0.0093466
                 266,            0.041976,            0.007039,           0.0014461,             0.93323,             0.94478,             0.95996,             0.55786,            0.037708,           0.0049992,           0.0010038,           0.0093441,           0.0093441,           0.0093441
                 267,            0.047968,           0.0076683,           0.0018481,             0.87779,             0.94222,             0.94961,             0.55301,            0.038969,           0.0049629,            0.001151,           0.0093416,           0.0093416,           0.0093416
                 268,            0.043997,           0.0074637,           0.0021265,             0.98667,             0.90196,             0.95776,             0.57859,            0.037145,           0.0050297,            0.001185,           0.0093392,           0.0093392,           0.0093392
                 269,            0.045934,           0.0069182,           0.0015015,             0.92165,             0.93333,             0.95457,             0.57127,            0.037835,           0.0049915,           0.0010936,           0.0093367,           0.0093367,           0.0093367
                 270,              0.0447,           0.0074426,           0.0014017,             0.91743,             0.93325,              0.9458,             0.57474,            0.035805,           0.0049925,           0.0011251,           0.0093342,           0.0093342,           0.0093342
                 271,            0.041025,           0.0071764,           0.0013936,             0.91657,             0.98166,             0.96829,             0.56661,             0.03585,           0.0050459,           0.0011411,           0.0093317,           0.0093317,           0.0093317
                 272,             0.04258,           0.0069159,            0.001401,              0.8994,                0.95,             0.94604,              0.5637,            0.037553,           0.0051279,           0.0010902,           0.0093293,           0.0093293,           0.0093293
                 273,            0.044483,           0.0072242,           0.0015216,             0.91961,             0.96667,             0.95512,             0.52786,            0.037369,           0.0051117,           0.0010601,           0.0093268,           0.0093268,           0.0093268
                 274,             0.04377,           0.0074866,           0.0015959,              0.9038,             0.95011,              0.9518,               0.537,            0.038679,           0.0050182,           0.0010534,           0.0093243,           0.0093243,           0.0093243
                 275,            0.043339,           0.0077163,           0.0014553,             0.90999,             0.92875,             0.94212,             0.55347,            0.039789,           0.0049992,           0.0010248,           0.0093219,           0.0093219,           0.0093219
                 276,            0.044721,           0.0069402,           0.0014158,             0.92044,             0.94285,             0.94495,             0.55198,            0.039163,           0.0050535,           0.0010488,           0.0093194,           0.0093194,           0.0093194
                 277,            0.041405,           0.0073478,           0.0014632,             0.89725,                0.95,             0.93296,             0.53766,            0.039394,           0.0051327,           0.0010596,           0.0093169,           0.0093169,           0.0093169
                 278,            0.045521,           0.0079536,           0.0023391,             0.90773,             0.91667,              0.9356,             0.51786,            0.041337,           0.0051994,            0.001176,           0.0093144,           0.0093144,           0.0093144
                 279,            0.045596,           0.0070395,           0.0018172,             0.90204,             0.94976,             0.93991,             0.55645,             0.03744,            0.005044,           0.0012379,           0.0093119,           0.0093119,           0.0093119
                 280,            0.042141,            0.007456,            0.001443,             0.96374,             0.94497,             0.96603,             0.55299,            0.036812,            0.005003,           0.0012109,           0.0093095,           0.0093095,           0.0093095
                 281,            0.044134,           0.0071431,           0.0016995,             0.91002,                0.95,             0.93858,             0.52045,            0.038203,           0.0050468,           0.0012276,            0.009307,            0.009307,            0.009307
                 282,            0.043417,           0.0066996,           0.0016105,             0.90422,                0.95,             0.94538,             0.53113,            0.037845,           0.0049992,           0.0012279,           0.0093045,           0.0093045,           0.0093045
                 283,            0.041236,           0.0070957,           0.0013371,             0.93572,             0.96315,             0.95458,             0.55839,            0.036569,           0.0049267,           0.0011677,            0.009302,            0.009302,            0.009302
                 284,            0.041585,           0.0065401,           0.0012827,             0.93233,             0.95783,             0.97479,             0.55043,            0.037029,           0.0049353,           0.0010777,           0.0092996,           0.0092996,           0.0092996
                 285,            0.044921,           0.0071693,            0.001521,             0.94052,                0.95,             0.97129,             0.53983,            0.038834,           0.0049896,           0.0010388,           0.0092971,           0.0092971,           0.0092971
                 286,            0.042685,           0.0068568,           0.0012709,             0.93742,                0.98,             0.97128,             0.54172,            0.039286,            0.005023,           0.0010377,           0.0092946,           0.0092946,           0.0092946
                 287,            0.041617,           0.0075735,           0.0013577,             0.92568,             0.96554,             0.95179,             0.55627,            0.036091,           0.0049591,            0.001041,           0.0092922,           0.0092922,           0.0092922
                 288,            0.041476,           0.0076015,            0.001379,             0.90314,             0.96667,             0.94819,             0.55644,            0.038496,           0.0049543,           0.0010496,           0.0092897,           0.0092897,           0.0092897
                 289,            0.043198,           0.0076961,           0.0015294,             0.93207,             0.96667,             0.95548,             0.58543,            0.037685,           0.0048733,           0.0011406,           0.0092872,           0.0092872,           0.0092872
                 290,            0.044445,           0.0083947,           0.0015045,             0.89483,                0.95,             0.94231,             0.57611,            0.036731,            0.004899,           0.0011454,           0.0092847,           0.0092847,           0.0092847
                 291,            0.042651,           0.0077342,           0.0016391,             0.95582,             0.90147,             0.94864,              0.5678,            0.037551,           0.0049257,            0.001079,           0.0092823,           0.0092823,           0.0092823
                 292,            0.042947,           0.0072655,           0.0012999,             0.95899,             0.91474,              0.9416,             0.58181,            0.038962,           0.0049992,           0.0010379,           0.0092798,           0.0092798,           0.0092798
                 293,            0.042914,            0.007273,           0.0012312,             0.93036,              0.9115,             0.94309,             0.57616,             0.03643,           0.0049362,           0.0010535,           0.0092773,           0.0092773,           0.0092773
                 294,            0.041698,           0.0070856,           0.0016215,             0.93899,             0.93437,             0.96069,             0.56736,            0.036913,           0.0050411,           0.0011771,           0.0092748,           0.0092748,           0.0092748
                 295,            0.040757,           0.0077057,           0.0014446,             0.93902,             0.96522,             0.95497,             0.58736,            0.035337,           0.0049934,           0.0011468,           0.0092724,           0.0092724,           0.0092724
                 296,             0.04218,           0.0066336,           0.0014465,             0.94005,             0.96445,             0.95498,             0.59381,            0.034426,           0.0049028,           0.0010636,           0.0092699,           0.0092699,           0.0092699
                 297,            0.044441,           0.0078725,           0.0011844,             0.96093,             0.96667,             0.97447,             0.57857,            0.036723,           0.0048351,           0.0010735,           0.0092674,           0.0092674,           0.0092674
                 298,            0.043349,           0.0071119,           0.0012596,             0.94189,             0.95373,             0.97633,             0.61058,            0.033292,           0.0048504,           0.0011559,           0.0092649,           0.0092649,           0.0092649
                 299,             0.04247,           0.0071939,           0.0014608,             0.95147,             0.96975,             0.97946,             0.59593,            0.034851,           0.0049372,           0.0011646,           0.0092625,           0.0092625,           0.0092625
                 300,            0.042545,           0.0078735,           0.0015073,             0.92908,                0.95,             0.96387,             0.57906,            0.034569,           0.0049305,           0.0011494,             0.00926,             0.00926,             0.00926
                 301,            0.042084,           0.0076244,           0.0015214,             0.92572,                0.95,             0.96194,             0.58921,            0.035713,           0.0049562,           0.0011212,           0.0092575,           0.0092575,           0.0092575
                 302,            0.041409,           0.0071788,           0.0015632,             0.95406,             0.96667,             0.97741,             0.59507,            0.035625,            0.004838,           0.0009923,            0.009255,            0.009255,            0.009255
                 303,            0.040296,           0.0065302,           0.0012194,             0.93009,             0.96667,              0.9578,             0.58382,            0.035776,           0.0048428,           0.0010048,           0.0092526,           0.0092526,           0.0092526
                 304,            0.040734,           0.0064158,           0.0014962,             0.89545,             0.96667,             0.95405,             0.56355,            0.035319,           0.0048523,           0.0010609,           0.0092501,           0.0092501,           0.0092501
                 305,            0.040081,           0.0067815,           0.0013025,             0.94802,             0.93333,             0.97609,             0.59743,            0.036079,           0.0048904,           0.0010355,           0.0092476,           0.0092476,           0.0092476
                 306,            0.042979,           0.0078989,           0.0014895,             0.92223,             0.96667,             0.95535,             0.56436,            0.037064,           0.0049124,           0.0010235,           0.0092451,           0.0092451,           0.0092451
                 307,            0.042094,           0.0072601,           0.0013971,             0.96874,             0.91667,             0.95698,             0.57761,            0.036747,           0.0048714,           0.0010204,           0.0092426,           0.0092426,           0.0092426
                 308,            0.040967,           0.0066251,           0.0013135,             0.93148,             0.98333,             0.97512,             0.58228,            0.036271,           0.0049391,          0.00098982,           0.0092402,           0.0092402,           0.0092402
